"Station Name: Cedar City - Zion NP, Kolob Canyon"
"Station ID: 1262327"
"Link To Variable Descriptions: https://climate.usu.edu/mchd/dashboard/overview/UCRN.php"

"META DATA"
Name,Description,Units,Frequency
airt,"average air temperature from PRTs in Met One shield",fahrenheit,dly
airt_max,"maximum 5 minute air temperature from prts in Met One shield",fahrenheit,dly
airt_min,"minimum 5 minute air temperature from prts in Met One shield",fahrenheit,dly
eto,"daily short reference ET from Etsz function",inches,dly
etr,"daily tall reference ET from Etsz function",inches,dly
precip,"daily precipitation",inches,dly
rh_max,"maximum relative humidity from rh sensor in Met One shield",percent,dly
rh_min,"mininum relative humidity from rh sensor in Met One shield",percent,dly
sealevel_pressure,"sea level corrected pressure",inHG,dly
site_pressure,pressure,millibar,dly
solar,"total incoming (short wave) radiation from pyronometer","watts per meter squared",dly
td,"average dew point temperature from rh sensor in Met One shield",fahrenheit,dly
td_max,"maximum 5 minute dew point temperature from rh sensor in Met One shield",fahrenheit,dly
td_min,"minimum 5 minute dew point temperature from rh sensor in Met One shield",fahrenheit,dly
timestamp,"date and time",,dly
wetness,"percent of the day that wetness sensor detected precipitation",percent,dly
windd,"average wind direction",degrees,dly
winds,"average wind speed","miles per hour",dly
winds_max,"maximum wind gust","miles per hour",dly

date_time,station_id,td,td_min,td_max,airt,airt_min,airt_max,rh_max,rh_min,winds,winds_max,windd,precip,wetness,solar,eto,etr,site_pressure,sealevel_pressure
"2024-06-23 23:59:59",1262327,47.1,40.4,50.3,83.2,65.0,96.5,52,16,3.579,19.909,165,0.000,0,28.65,0.281,0.354,25.1,30.2
"2024-06-24 23:59:59",1262327,46.6,40.6,53.1,83.9,69.9,97.2,50,15,2.908,24.159,168,0.000,0,28.87,0.269,0.332,25.1,30.2
"2024-06-25 23:59:59",1262327,51.3,44.6,64.1,82.2,65.9,98.8,95,17,3.132,19.014,156,0.183,3,25.51,0.248,0.310,25.1,30.2
"2024-06-26 23:59:59",1262327,54.2,49.1,63.8,81.5,65.4,95.5,95,21,3.803,19.014,161,0.000,0,29.70,0.282,0.349,25.1,30.2
"2024-06-27 23:59:59",1262327,49.3,38.1,58.8,84.2,69.2,96.2,67,14,4.921,24.383,171,0.000,0,27.72,0.293,0.382,25.0,30.1
"2024-06-28 23:59:59",1262327,37.2,31.6,45.0,81.8,64.2,93.8,44,12,3.803,22.817,157,0.000,0,30.51,0.300,0.386,24.9,30.1
"2024-06-29 23:59:59",1262327,35.8,30.1,41.2,79.0,61.1,94.9,41,12,4.026,22.817,156,0.000,0,30.55,0.303,0.394,25.1,30.2
"2024-06-30 23:59:59",1262327,34.6,24.5,45.8,80.9,61.1,95.5,38,11,4.474,23.712,159,0.000,0,30.24,0.314,0.413,25.1,30.2
"2024-07-01 23:59:59",1262327,33.6,25.0,43.5,78.6,60.2,92.8,35,12,3.803,22.146,155,0.000,0,30.48,0.295,0.381,25.0,30.2
"2024-07-02 23:59:59",1262327,36.1,30.9,39.7,78.8,64.7,91.9,36,13,5.145,19.685,135,0.000,0,30.21,0.302,0.391,25.1,30.2
"2024-07-03 23:59:59",1262327,28.7,18.4,35.8,79.9,59.2,98.0,39,7,2.908,19.238,168,0.000,0,30.54,0.285,0.358,25.1,30.2
"2024-07-04 23:59:59",1262327,23.1,17.8,28.7,80.2,62.9,94.2,26,6,5.816,22.146,134,0.000,0,31.08,0.345,0.464,25.2,30.3
"2024-07-05 23:59:59",1262327,21.3,17.9,26.3,80.7,61.4,95.2,21,7,5.369,23.935,140,0.000,0,31.11,0.342,0.460,25.2,30.3
"2024-07-06 23:59:59",1262327,23.0,20.0,28.4,81.2,61.7,97.1,25,6,4.026,19.909,126,0.000,0,30.96,0.311,0.406,25.1,30.2
"2024-07-07 23:59:59",1262327,22.0,16.5,26.0,82.7,59.7,101.3,22,5,3.803,29.975,136,0.000,0,30.83,0.316,0.412,25.1,30.2
"2024-07-08 23:59:59",1262327,22.2,18.2,25.7,84.3,71.2,96.6,19,6,6.040,23.264,120,0.000,0,30.89,0.360,0.489,25.1,30.2
"2024-07-09 23:59:59",1262327,23.9,15.8,30.1,84.2,65.0,101.9,21,6,2.684,19.238,153,0.000,0,29.14,0.273,0.342,25.1,30.2
"2024-07-10 23:59:59",1262327,27.4,23.3,32.4,84.8,66.5,102.1,27,7,2.237,24.830,154,0.000,0,24.65,0.238,0.300,25.1,30.2
"2024-07-11 23:59:59",1262327,27.8,22.7,32.5,87.8,67.6,104.8,24,7,2.461,14.764,154,0.000,0,26.30,0.253,0.319,25.1,30.2
"2024-07-12 23:59:59",1262327,34.6,25.4,58.7,85.2,68.3,104.0,67,8,2.684,20.132,150,0.053,3,25.56,0.263,0.332,25.1,30.2
"2024-07-13 23:59:59",1262327,43.8,39.5,49.5,84.3,70.4,98.5,45,12,4.026,19.014,157,0.000,0,26.14,0.281,0.365,25.2,30.3
"2024-07-14 23:59:59",1262327,45.7,40.0,49.7,81.9,67.3,98.3,49,14,3.132,23.488,151,0.002,1,24.30,0.254,0.324,25.2,30.3
"2024-07-15 23:59:59",1262327,46.7,41.9,61.0,78.5,65.0,94.0,59,16,2.461,17.001,144,0.049,9,21.92,0.211,0.265,25.1,30.3
"2024-07-16 23:59:59",1262327,47.0,40.9,58.6,76.9,64.5,89.6,73,20,2.013,22.146,156,0.061,8,16.47,0.158,0.197,25.1,30.2
"2024-07-17 23:59:59",1262327,47.3,43.4,54.1,87.7,77.5,96.4,44,16,3.355,15.882,188,0.012,4,18.30,0.179,0.224,25.1,30.3
"2024-07-18 23:59:59",1262327,47.7,40.5,55.8,81.7,69.3,98.8,56,13,3.355,20.356,158,0.000,8,23.26,0.249,0.316,25.2,30.3
"2024-07-19 23:59:59",1262327,48.4,45.6,58.2,78.1,61.0,95.3,62,20,2.461,17.001,155,0.002,1,22.33,0.215,0.269,25.2,30.3
"2024-07-20 23:59:59",1262327,49.8,44.8,67.2,81.1,67.5,97.6,83,17,3.803,18.567,140,0.031,3,24.42,0.252,0.319,25.2,30.3
"2024-07-21 23:59:59",1262327,48.5,43.1,52.3,81.9,64.6,95.4,60,17,2.237,12.527,157,0.004,1,19.79,0.193,0.239,25.1,30.2
"2024-07-22 23:59:59",1262327,48.7,44.9,52.7,81.2,68.3,93.7,53,20,2.461,14.987,154,0.000,1,20.18,0.197,0.250,25.1,30.2
"2024-07-23 23:59:59",1262327,48.3,46.0,52.9,80.2,64.6,96.1,53,18,2.237,12.527,150,0.000,1,17.21,0.174,0.218,25.1,30.3
"2024-07-24 23:59:59",1262327,50.4,49.2,52.4,82.9,67.1,97.5,57,20,3.355,17.448,152,0.000,0,27.53,0.274,0.345,25.2,30.3
"2024-07-25 23:59:59",1262327,54.8,49.7,61.8,79.8,69.4,97.9,75,21,2.908,24.159,150,0.138,4,22.89,0.215,0.265,25.2,30.3
"2024-07-26 23:59:59",1262327,48.8,38.6,58.4,81.7,63.6,96.8,81,14,4.026,19.461,161,0.006,3,28.00,0.278,0.353,25.1,30.2
"2024-07-27 23:59:59",1262327,30.8,13.0,45.4,82.9,68.7,93.9,43,5,4.698,25.277,172,0.000,0,28.77,0.304,0.408,25.0,30.1
"2024-07-28 23:59:59",1262327,19.2,15.4,29.7,77.9,61.1,92.5,22,6,4.026,21.027,158,0.000,0,29.54,0.291,0.383,25.0,30.1
"2024-07-29 23:59:59",1262327,18.7,13.6,23.8,75.2,56.0,92.6,24,7,3.579,20.580,150,0.000,0,29.17,0.278,0.361,25.1,30.2
"2024-07-30 23:59:59",1262327,22.6,15.6,28.6,76.2,57.9,93.0,24,9,3.355,22.146,145,0.000,0,28.40,0.269,0.347,25.1,30.2
"2024-07-31 23:59:59",1262327,26.8,20.3,32.6,78.6,58.4,95.9,28,8,2.684,18.567,151,0.000,0,28.37,0.259,0.325,25.1,30.2
"2024-08-01 23:59:59",1262327,32.8,24.8,41.5,83.4,63.0,100.4,32,9,2.461,14.316,152,0.000,0,26.16,0.242,0.301,25.2,30.3
"2024-08-02 23:59:59",1262327,48.5,34.4,54.8,80.2,69.4,94.5,45,22,3.132,24.159,148,0.000,2,19.32,0.199,0.256,25.2,30.3
"2024-08-03 23:59:59",1262327,51.6,46.7,54.2,82.3,69.3,96.5,55,19,2.684,17.001,157,0.000,0,24.68,0.236,0.293,25.2,30.3
"2024-08-04 23:59:59",1262327,48.4,43.6,52.4,81.6,65.7,97.5,61,16,3.132,17.001,149,0.000,0,24.76,0.246,0.312,25.1,30.2
"2024-08-05 23:59:59",1262327,45.0,41.2,49.5,85.0,69.1,99.1,45,14,2.908,17.448,159,0.000,0,24.99,0.250,0.320,25.1,30.3
"2024-08-06 23:59:59",1262327,44.8,41.3,50.5,87.7,72.9,101.2,41,14,2.908,17.001,158,0.000,1,26.70,0.261,0.328,25.1,30.3
"2024-08-07 23:59:59",1262327,49.8,44.1,55.0,83.4,70.2,96.8,50,21,3.803,28.633,155,0.000,0,25.12,0.254,0.324,25.1,30.3
"2024-08-08 23:59:59",1262327,52.4,45.5,57.6,78.3,67.7,93.3,62,28,3.579,25.501,152,0.010,7,21.50,0.211,0.264,25.1,30.2
"2024-08-09 23:59:59",1262327,52.5,48.6,60.8,79.3,66.3,93.5,80,23,3.803,26.620,161,0.467,4,26.28,0.250,0.311,25.1,30.2
"2024-08-10 23:59:59",1262327,57.4,52.8,67.0,77.7,63.1,91.3,88,27,2.908,16.330,150,0.065,6,20.37,0.196,0.242,25.1,30.2
"2024-08-11 23:59:59",1262327,56.3,53.3,59.6,76.5,69.6,87.0,65,34,3.355,18.567,171,0.016,4,12.81,0.146,0.191,25.1,30.3
"2024-08-12 23:59:59",1262327,55.7,51.5,58.7,78.7,65.4,88.8,76,29,3.803,19.461,168,0.002,0,24.24,0.231,0.292,25.1,30.2
"2024-08-13 23:59:59",1262327,46.5,32.4,55.9,79.0,68.1,91.2,65,13,4.250,25.277,174,0.000,0,26.16,0.253,0.326,25.0,30.2
"2024-08-14 23:59:59",1262327,36.4,30.7,43.3,75.7,59.6,91.4,45,14,3.355,19.909,150,0.000,0,26.89,0.252,0.322,25.1,30.2
"2024-08-15 23:59:59",1262327,34.9,30.9,41.0,75.6,59.7,90.8,43,12,3.579,20.580,145,0.000,0,26.93,0.253,0.326,25.1,30.2
"2024-08-16 23:59:59",1262327,36.4,30.5,41.3,78.3,58.0,92.9,46,11,3.579,20.356,155,0.000,0,26.96,0.260,0.336,25.1,30.2
"2024-08-17 23:59:59",1262327,55.5,40.2,67.1,72.5,64.1,87.0,94,24,1.790,16.106,148,0.201,16,12.82,0.104,0.124,25.1,30.2
"2024-08-18 23:59:59",1262327,57.5,54.2,63.9,68.8,60.4,82.3,93,41,2.013,20.580,139,0.230,9,13.84,0.118,0.143,25.2,30.3
"2024-08-19 23:59:59",1262327,53.9,50.3,57.7,75.0,59.2,91.1,87,25,2.908,15.435,146,0.000,0,25.61,0.229,0.282,25.2,30.3
"2024-08-20 23:59:59",1262327,47.9,37.6,54.5,79.5,64.6,95.0,67,17,2.908,18.343,149,0.000,0,25.65,0.240,0.302,25.1,30.3
"2024-08-21 23:59:59",1262327,41.2,30.7,52.9,78.8,63.0,93.0,53,11,4.250,25.725,164,0.000,0,26.50,0.268,0.349,25.1,30.2
"2024-08-22 23:59:59",1262327,57.0,52.3,62.7,67.0,59.2,78.5,98,49,3.355,28.185,169,1.274,27,18.56,0.145,0.172,25.1,30.2
"2024-08-23 23:59:59",1262327,49.4,31.8,60.6,72.6,64.0,84.6,81,20,5.592,27.738,179,0.059,2,17.84,0.194,0.258,25.0,30.1
"2024-08-24 23:59:59",1262327,33.2,21.5,43.6,75.1,68.4,83.2,34,10,7.829,31.317,180,0.012,1,25.87,0.298,0.412,25.0,30.1
"2024-08-25 23:59:59",1262327,30.9,24.8,37.6,70.9,57.5,80.5,48,13,5.369,24.383,173,0.000,0,24.92,0.246,0.329,25.1,30.2
"2024-08-26 23:59:59",1262327,31.5,24.6,36.0,69.4,56.8,84.1,48,13,4.474,16.777,129,0.000,0,25.55,0.228,0.290,25.2,30.3
"2024-08-27 23:59:59",1262327,31.2,27.2,35.5,72.6,54.6,89.1,43,11,3.803,16.106,163,0.000,0,25.61,0.239,0.306,25.2,30.3
"2024-08-28 23:59:59",1262327,32.9,28.8,37.6,73.4,58.4,90.1,43,13,3.132,20.132,146,0.000,0,25.09,0.231,0.296,25.1,30.2
"2024-08-29 23:59:59",1262327,35.4,28.5,40.9,74.3,57.3,90.3,52,14,2.684,16.330,154,0.000,0,24.94,0.221,0.275,25.1,30.3
"2024-08-30 23:59:59",1262327,32.5,23.8,39.5,76.8,59.8,92.5,37,11,4.026,14.987,168,0.000,0,25.98,0.253,0.324,25.2,30.3
"2024-08-31 23:59:59",1262327,39.7,34.4,45.2,75.3,63.4,90.0,49,14,2.013,13.422,149,0.000,0,18.75,0.170,0.213,25.2,30.3
"2024-09-01 23:59:59",1262327,40.2,36.9,43.7,75.3,56.8,92.0,57,15,2.461,15.659,153,0.000,0,24.04,0.219,0.274,25.1,30.3
"2024-09-02 23:59:59",1262327,42.7,39.6,45.3,77.2,61.8,91.7,52,17,2.908,16.777,151,0.000,0,24.21,0.221,0.278,25.1,30.3
"2024-09-03 23:59:59",1262327,42.2,37.2,47.6,77.3,63.1,91.9,49,17,2.908,18.790,145,0.000,0,24.14,0.223,0.281,25.1,30.2
"2024-09-04 23:59:59",1262327,40.0,29.9,46.3,77.1,60.8,91.9,48,16,3.579,17.672,141,0.000,0,22.21,0.213,0.270,25.2,30.3
"2024-09-05 23:59:59",1262327,31.0,25.2,36.1,74.6,63.6,87.6,33,10,6.487,21.698,112,0.000,0,23.72,0.269,0.366,25.3,30.4
"2024-09-06 23:59:59",1262327,28.5,16.7,38.1,73.3,54.3,91.6,49,7,2.013,12.751,152,0.000,0,23.75,0.198,0.241,25.2,30.3
"2024-09-07 23:59:59",1262327,32.4,20.0,39.3,75.6,57.7,92.4,40,11,2.013,15.211,149,0.000,0,21.83,0.183,0.224,25.1,30.2
"2024-09-08 23:59:59",1262327,40.9,35.1,55.9,74.0,60.8,91.5,70,14,3.132,20.132,143,0.030,4,21.99,0.204,0.259,25.1,30.2
"2024-09-09 23:59:59",1262327,47.0,41.7,59.9,69.0,58.9,86.7,93,22,2.237,29.080,139,0.114,15,13.64,0.129,0.160,25.1,30.2
"2024-09-10 23:59:59",1262327,41.7,29.2,54.0,71.6,57.0,89.5,74,11,2.461,21.698,149,0.000,0,21.68,0.197,0.250,25.0,30.2
"2024-09-11 23:59:59",1262327,33.1,18.3,43.1,72.7,58.3,85.9,52,13,4.250,24.383,157,0.000,0,20.47,0.210,0.284,24.9,30.0
"2024-09-12 23:59:59",1262327,23.9,15.9,33.5,69.5,54.6,82.5,29,10,3.803,21.027,141,0.000,0,21.40,0.194,0.255,24.8,30.0
"2024-09-13 23:59:59",1262327,26.6,20.4,30.6,66.8,51.4,84.0,44,9,4.250,16.330,143,0.000,0,22.60,0.204,0.267,25.0,30.1
"2024-09-14 23:59:59",1262327,30.3,23.5,39.4,68.5,52.1,85.8,40,15,2.908,20.132,149,0.000,0,22.53,0.196,0.250,25.0,30.1
"2024-09-15 23:59:59",1262327,39.6,31.0,56.1,69.9,55.6,83.8,93,17,4.250,21.475,164,0.041,3,19.71,0.193,0.253,24.9,30.0
"2024-09-16 23:59:59",1262327,33.7,29.2,38.2,70.3,63.4,77.8,36,18,8.053,33.330,180,0.006,2,19.84,0.240,0.338,24.8,29.9
"2024-09-17 23:59:59",1262327,29.3,25.8,33.2,60.3,48.2,69.7,45,19,4.698,21.027,171,0.000,0,22.02,0.177,0.231,24.9,30.0
"2024-09-18 23:59:59",1262327,25.5,19.7,33.1,59.5,44.5,75.8,52,14,2.461,17.896,146,0.000,0,21.90,0.164,0.204,24.9,30.1
"2024-09-19 23:59:59",1262327,30.4,22.2,37.9,62.0,44.4,78.8,51,16,2.461,18.119,147,0.000,0,21.10,0.162,0.202,25.0,30.1
"2024-09-20 23:59:59",1262327,34.5,30.1,44.0,64.3,47.8,80.2,55,16,3.132,16.553,140,0.004,4,19.04,0.161,0.202,24.9,30.1
"2024-09-21 23:59:59",1262327,40.8,37.0,45.5,64.2,54.4,75.2,65,25,4.026,19.461,139,0.000,1,16.97,0.145,0.188,25.0,30.1
"2024-09-22 23:59:59",1262327,32.5,27.0,38.0,65.2,51.4,80.8,59,15,3.355,17.224,120,0.000,0,21.06,0.181,0.233,25.1,30.2
"2024-09-23 23:59:59",1262327,27.9,22.6,31.9,67.7,52.8,83.3,41,12,4.250,20.356,126,0.000,0,21.00,0.202,0.269,25.1,30.2
"2024-09-24 23:59:59",1262327,25.8,23.0,30.3,68.6,53.9,86.5,34,10,3.579,19.461,146,0.000,0,21.00,0.185,0.241,25.1,30.2
"2024-09-25 23:59:59",1262327,28.5,25.8,32.1,71.3,51.8,89.9,40,11,2.461,19.909,145,0.002,0,20.60,0.179,0.227,25.0,30.1
"2024-09-26 23:59:59",1262327,29.3,25.9,32.8,72.6,56.6,89.9,35,12,2.237,17.672,133,0.000,0,20.50,0.173,0.218,25.0,30.2
"2024-09-27 23:59:59",1262327,29.6,25.3,34.4,74.4,59.5,92.5,31,11,3.355,14.764,145,0.000,0,20.12,0.192,0.252,25.1,30.2
"2024-09-28 23:59:59",1262327,32.3,28.1,35.8,75.5,56.5,94.2,37,12,2.461,16.553,143,0.000,0,19.62,0.179,0.230,25.1,30.2
"2024-09-29 23:59:59",1262327,33.5,31.1,38.0,76.1,63.5,92.0,34,13,2.461,17.224,144,0.000,0,18.34,0.163,0.209,25.1,30.2
"2024-09-30 23:59:59",1262327,31.5,27.0,34.8,74.2,57.2,90.1,40,13,3.579,16.553,128,0.000,0,19.33,0.189,0.250,25.1,30.3
"2024-10-01 23:59:59",1262327,25.8,20.9,30.9,71.3,57.0,90.0,28,10,4.698,19.238,131,0.000,0,19.54,0.200,0.272,25.2,30.3
"2024-10-02 23:59:59",1262327,25.2,23.0,29.1,71.2,52.4,90.6,34,9,2.013,14.540,142,0.000,0,19.35,0.159,0.199,25.1,30.2
"2024-10-03 23:59:59",1262327,21.4,17.2,24.6,70.2,53.7,89.4,30,8,3.132,16.777,133,0.000,0,19.31,0.177,0.235,25.0,30.2
"2024-10-04 23:59:59",1262327,23.4,18.8,27.3,72.1,54.3,90.1,29,9,2.684,20.580,135,0.000,0,18.94,0.172,0.225,25.1,30.2
"2024-10-05 23:59:59",1262327,28.9,26.1,31.3,72.5,60.0,87.6,31,11,2.908,25.725,125,0.000,0,18.82,0.171,0.224,25.2,30.3
"2024-10-06 23:59:59",1262327,28.2,26.2,30.8,71.0,56.9,87.5,37,12,2.684,13.869,152,0.000,0,18.49,0.159,0.200,25.2,30.3
"2024-10-07 23:59:59",1262327,27.4,23.8,30.9,69.0,51.4,89.1,40,10,2.237,16.330,137,0.000,0,18.62,0.156,0.199,25.1,30.2
"2024-10-08 23:59:59",1262327,29.2,26.5,32.7,67.2,53.3,84.3,41,12,2.461,30.870,134,0.006,2,10.15,0.109,0.147,25.1,30.2
"2024-10-09 23:59:59",1262327,27.5,24.0,32.3,68.0,52.7,85.6,42,11,2.237,14.987,144,0.000,0,18.00,0.153,0.195,25.1,30.2
"2024-10-10 23:59:59",1262327,25.1,21.6,28.3,66.7,52.8,83.3,36,10,2.237,16.553,134,0.000,0,15.91,0.131,0.170,25.2,30.3
"2024-10-11 23:59:59",1262327,27.1,25.0,29.1,68.5,55.5,83.4,35,13,2.461,17.896,138,0.000,0,15.75,0.138,0.182,25.2,30.3
"2024-10-12 23:59:59",1262327,28.3,26.1,31.3,65.7,52.7,82.2,41,14,2.461,18.567,144,0.000,0,17.57,0.146,0.190,25.2,30.3
"2024-10-13 23:59:59",1262327,27.1,21.9,31.7,64.7,50.4,82.4,44,13,2.908,22.146,136,0.000,0,17.29,0.149,0.197,25.1,30.2
"2024-10-14 23:59:59",1262327,25.8,21.1,35.2,63.6,46.4,80.1,41,14,2.461,17.224,140,0.000,0,17.60,0.141,0.180,25.1,30.3
"2024-10-15 23:59:59",1262327,32.4,28.9,35.9,62.7,44.8,78.8,58,20,1.566,18.567,155,0.000,0,16.70,0.116,0.138,25.1,30.2
"2024-10-16 23:59:59",1262327,32.5,28.4,37.0,64.3,51.1,77.7,53,18,2.908,17.448,161,0.000,0,15.88,0.123,0.164,25.0,30.1
"2024-10-17 23:59:59",1262327,35.7,26.5,46.4,62.5,53.7,68.7,72,21,5.145,31.317,174,0.018,3,10.14,0.112,0.158,24.8,29.9
"2024-10-18 23:59:59",1262327,33.0,31.4,35.8,36.4,33.4,40.2,96,76,8.277,28.185,150,0.902,67,3.68,0.020,0.027,24.9,30.0
"2024-10-19 23:59:59",1262327,36.4,33.5,39.4,45.6,40.9,51.9,81,59,7.382,22.593,146,0.002,5,8.60,0.060,0.080,25.1,30.3
"2024-10-20 23:59:59",1262327,37.7,32.2,42.4,51.0,42.3,60.5,87,47,2.684,13.422,143,0.004,3,13.48,0.081,0.097,25.2,30.3
"2024-10-21 23:59:59",1262327,37.0,34.4,40.0,51.2,39.6,66.6,89,31,2.237,15.435,139,0.000,0,15.99,0.100,0.121,25.2,30.3
"2024-10-22 23:59:59",1262327,33.8,26.7,38.1,54.9,41.4,72.2,80,20,2.237,13.869,137,0.000,0,16.03,0.110,0.137,25.2,30.3
"2024-10-23 23:59:59",1262327,31.5,26.1,36.1,60.0,43.2,76.6,69,16,2.684,14.540,147,0.000,0,15.98,0.127,0.164,25.2,30.3
"2024-10-24 23:59:59",1262327,29.7,26.7,32.9,54.7,45.4,66.1,58,27,5.816,24.830,114,0.000,0,14.83,0.125,0.172,25.1,30.2
"2024-10-25 23:59:59",1262327,26.8,20.1,32.0,53.8,36.1,75.8,74,13,2.237,15.659,141,0.000,0,15.72,0.109,0.135,25.2,30.3
"2024-10-26 23:59:59",1262327,25.3,22.0,31.6,57.6,42.2,76.9,57,13,1.790,13.198,132,0.000,0,14.12,0.100,0.127,25.2,30.3
"2024-10-27 23:59:59",1262327,23.0,17.4,27.4,62.7,47.3,72.5,45,14,3.355,16.777,150,0.004,2,8.76,0.099,0.143,25.1,30.2
"2024-10-28 23:59:59",1262327,27.2,16.6,39.1,63.4,56.1,70.7,59,15,6.487,25.725,174,0.018,5,15.04,0.168,0.235,24.8,29.9
"2024-10-29 23:59:59",1262327,33.2,28.6,35.7,38.4,34.0,54.2,96,37,4.698,18.790,103,0.366,56,6.95,0.033,0.039,24.8,29.9
"2024-10-30 23:59:59",1262327,28.1,22.2,32.1,37.6,32.0,47.4,94,37,3.355,16.553,111,0.000,0,14.92,0.065,0.078,25.1,30.2
"2024-10-31 23:59:59",1262327,21.6,16.7,26.2,41.9,31.1,54.3,80,24,3.132,18.790,156,0.000,0,12.88,0.078,0.102,25.0,30.1
"2024-11-01 23:59:59",1262327,22.2,18.9,27.2,44.2,31.2,60.0,71,22,1.790,17.224,141,0.000,0,14.00,0.077,0.094,25.0,30.1
"2024-11-02 23:59:59",1262327,27.6,16.6,36.9,45.1,38.5,51.0,88,26,2.461,16.777,162,0.026,13,5.92,0.044,0.059,24.9,30.0
"2024-11-03 23:59:59",1262327,29.4,22.0,37.1,38.5,34.1,43.3,94,49,7.606,29.751,143,0.140,15,8.59,0.050,0.066,24.8,29.9
"2024-11-04 23:59:59",1262327,22.0,18.1,24.1,37.1,30.2,45.3,72,36,7.382,25.277,165,0.000,0,11.31,0.069,0.095,25.0,30.2
"2024-11-05 23:59:59",1262327,22.4,18.0,30.5,35.2,28.2,43.8,89,42,3.132,25.501,133,0.014,3,5.47,0.034,0.042,25.0,30.1
"2024-11-06 23:59:59",1262327,17.4,14.7,20.6,32.8,28.0,40.9,69,35,7.606,28.185,148,0.000,0,14.15,0.074,0.097,25.1,30.2
"2024-11-07 23:59:59",1262327,16.2,14.8,18.4,34.0,25.6,43.8,69,32,7.382,26.620,135,0.000,0,13.67,0.076,0.102,25.2,30.3
"2024-11-08 23:59:59",1262327,16.9,13.2,20.5,37.2,25.6,49.8,67,28,6.935,24.606,141,0.000,0,13.54,0.087,0.120,25.1,30.2
"2024-11-09 23:59:59",1262327,19.6,17.1,23.1,40.4,26.4,57.8,73,22,3.132,16.106,135,0.000,0,13.32,0.075,0.095,25.1,30.2
"2024-11-10 23:59:59",1262327,19.7,17.8,23.5,45.0,31.6,63.6,63,18,2.237,14.093,141,0.000,0,13.21,0.083,0.107,25.1,30.2
"2024-11-11 23:59:59",1262327,19.3,15.8,23.0,50.4,34.7,65.1,56,17,3.803,19.014,151,0.000,0,13.14,0.106,0.143,25.0,30.1
"2024-11-12 23:59:59",1262327,28.5,16.1,35.2,40.2,36.1,50.6,92,25,4.921,21.922,116,0.055,21,8.67,0.044,0.056,25.0,30.1
"2024-11-13 23:59:59",1262327,18.5,13.3,23.5,42.6,26.0,56.6,77,21,4.026,17.224,157,0.000,0,12.41,0.083,0.110,25.1,30.2
"2024-11-14 23:59:59",1262327,12.4,6.8,16.6,51.7,42.7,62.7,34,12,4.026,19.238,177,0.000,0,12.94,0.105,0.146,25.0,30.1
"2024-11-15 23:59:59",1262327,20.5,10.6,31.9,42.9,33.1,49.0,91,21,4.474,22.593,170,0.012,7,7.30,0.063,0.091,24.7,29.8
"2024-11-16 23:59:59",1262327,27.3,21.3,31.6,35.2,30.5,43.0,96,44,4.698,20.804,146,0.030,9,10.39,0.045,0.057,24.9,30.0
"2024-11-17 23:59:59",1262327,19.6,15.7,22.0,34.4,24.0,46.8,81,33,4.250,16.553,121,0.000,0,12.33,0.060,0.078,24.9,30.1
"2024-11-18 23:59:59",1262327,18.7,15.4,24.0,38.0,27.3,49.7,69,25,3.355,16.330,136,0.000,0,12.10,0.067,0.087,24.9,30.0
"2024-11-19 23:59:59",1262327,12.4,0.9,24.6,32.6,25.0,44.5,87,17,3.579,21.251,139,0.000,0,12.09,0.057,0.074,25.1,30.2
"2024-11-20 23:59:59",1262327,6.6,3.9,8.4,42.4,24.3,54.6,51,15,3.132,19.685,165,0.000,0,10.00,0.071,0.100,25.2,30.3
"2024-11-21 23:59:59",1262327,6.4,1.5,10.2,49.4,36.6,61.0,29,10,3.803,20.356,166,0.000,0,12.09,0.098,0.140,25.2,30.3
"2024-11-22 23:59:59",1262327,2.0,-1.3,7.4,50.9,36.2,65.1,28,7,3.355,16.553,155,0.000,0,11.95,0.100,0.139,25.1,30.2
"2024-11-23 23:59:59",1262327,9.4,-2.6,30.3,55.1,48.7,62.8,40,9,6.263,23.040,177,0.000,0,11.05,0.127,0.182,24.9,30.0
"2024-11-24 23:59:59",1262327,26.4,14.0,32.5,43.8,36.7,53.0,80,24,5.145,22.593,138,0.000,1,5.48,0.047,0.064,24.9,30.1
"2024-11-25 23:59:59",1262327,29.5,22.7,37.3,37.4,25.8,44.9,94,48,3.132,15.435,157,0.049,24,4.27,0.031,0.040,25.1,30.2
"2024-11-26 23:59:59",1262327,39.3,35.6,44.3,45.3,38.0,50.2,95,69,4.250,19.461,144,0.398,86,3.69,0.027,0.034,25.0,30.1
"2024-11-27 23:59:59",1262327,28.7,23.3,36.4,36.5,31.5,41.2,95,56,6.040,25.054,114,0.124,14,9.52,0.044,0.058,25.1,30.2
"2024-11-28 23:59:59",1262327,22.2,18.4,24.8,31.9,23.9,40.4,85,46,6.263,20.804,132,0.000,0,11.42,0.049,0.064,25.2,30.3
"2024-11-29 23:59:59",1262327,18.5,13.0,22.3,31.6,18.9,47.3,92,25,1.566,10.737,139,0.000,0,10.72,0.042,0.049,25.1,30.3
"2024-11-30 23:59:59",1262327,16.4,8.8,21.8,34.7,23.1,53.1,75,16,1.566,12.527,131,0.000,0,11.43,0.052,0.063,25.2,30.3
